pos	neg	neu	compound	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude	Author
0.0	0.0	1.0	0.0	Undang-Undang Cipta Kerja pasal migrasi penyiaran dari terestrial ke digital berpotensi membuka peluang keuntungan secara finansial. #DollWithDoyoung #DemiMemajukanBangsa https://t.co/XQYNZDYc1o	2021-03-12 11:13:18	in		0.0	0.0		Banni Rinaldy Noor	Wajahmu mengingatkan aku kepada monyet di ragunan	200.0	0.0	0.0	1.0	0.0	False			@BanniNoor
0.0	0.0	1.0	0.0	Undang-Undang Cipta Kerja pasal migrasi penyiaran dari terestrial ke digital berpotensi membuka peluang keuntungan secara finansial. #DollWithDoyoung #DemiMemajukanBangsa https://t.co/Iq2uTxMuk0	2021-03-12 11:09:00	in		0.0	0.0		Okky Indra	sky	270.0	0.0	0.0	0.0	0.0	False			@OkkyIndra5
0.0	0.0	1.0	0.0	Penyesuaian tersebut merupakan tindak lanjut dari perubahan Pasal 13 ayat (1) huruf a dan c UU KUP yang telah diubah melalui UU Cipta Kerja.	2021-03-12 11:06:00	in		0.0	0.0	@HukumKuasa	KuasaHukumPajak	"Kuasa Hukum Pengadilan Pajak
Hp / WA : 08179800163
https://t.co/ItO6CSCtLr"	370.0	0.0	86.0	3.0	0.0	False			@HukumKuasa
0.0	0.0	1.0	0.0	Manfaat UU Cipta Kerja Telah Nyata Dirasakan. https://t.co/sHBTzNXqe9	2021-03-12 10:21:53	in		0.0	0.0		Odmumdo	Seseorang yang tidak pernah melakukan kesalahan berarti tidak pernah mencoba sesuatu yang baru.	1034.0	4.0	62.0	50.0	0.0	False			@odmumdo
0.0	0.0	1.0	0.0	@d4ds @djumantoslamet @tomyamm_ Klo dlm bhs UU Cipta Kerja istilahnya pekerja/buruh. Yup klo masih kerja sama org dan menerima upah tetap namanya buruh	2021-03-12 10:11:45	in		2.0	0.0	@d4ds	MD	Kosong	646.0	1479.0	206.0	29.0	0.0	False			@rifammhmdh
0.0	0.062	0.938	-0.3939	"@ferrykoto Pak Ferry.

Bagaimana dengan RUU anti minuman beralkohol ini?

Memang minol msih akan bsa utk bbrp keperluan terbatas trmasuk adat, wisatawan, dan tmpt2 yg diijinkan perundang2an.

Apakah ini akan bentrok dngn UU Cipta Kerja dan UU Penanaman Modal kemaren ya?"	2021-03-12 09:49:48	in		0.0	0.0	@ferrykoto	The Hunter	😀	4037.0	1740.0	108.0	91.0	0.0	False			@zandaclause
0.0	0.0	1.0	0.0	"@JhonaMerah @Alexand39312118 @democrazymedia Kita harus bersyukur punya presiden @jokowi yang selalu memikirkan nasib rakyatnya. Bahkan pak Jokowi berusaha menyelamatkan ekonomi rakyat ditengah pandemi dgn meluncurkan UU Cipta Kerja.
#BarisanProKerja
#InvestorPeduliUMKM https://t.co/0tjRhwFyNz"	2021-03-12 09:23:38	in		0.0	0.0	@JhonaMerah	engga	Ngertiin aku bisa?	1382.0	13.0	104.0	131.0	0.0	False			@engga62697832
0.0	0.0	1.0	0.0	"@ZAEffendy ""keluarkan"" - berarti : sebelumnya masuk kategori berbahaya, dan sekarang serta merta ""dianggap"" tidak lagi berbahaya..?? Kenapa bisa begitu..??

Produk UU Cipta Kerja yg menuai penolakan dari masyarakat luas dan mahasiswa, demo tak didengar.
dan sampai sekarang sudah dijalankan. https://t.co/KWAdeBbw2Y"	2021-03-12 09:22:00	in		0.0	0.0	@ZAEffendy	𝓡𝓪𝓯𝓵𝓲 𝓢𝓪𝓯𝓪𝓭𝓲𝓽𝔂𝓪	Learning, hearing, reading and watching	73128.0	39704.0	413.0	489.0	6.0	False			@rafsa_08
0.0	0.0	1.0	0.0	Dengan diberlakukannya peraturan turunan dari Undang-undang Omnibus Law Cipta Kerja ini, maka akan sangat sulit untuk menagih tanggung jawab dari para produsen limbah yang merugikan lingkungan dan masyarakat sekitar. https://t.co/galyZAQE49	2021-03-12 09:16:41	in		142.0	82.0	@GreenpeaceID	Greenpeace Indonesia	Berjuang menciptakan masa depan Bumi yang hijau dan damai dengan berkampanye untuk mengubah perilaku dan mendorong perubahan dengan aksi kreatif tanpa kekerasan	27011.0	2276.0	1159.0	961660.0	582.0	False			@GreenpeaceID
0.023	0.0	0.977	0.0516	"Program JKP ini merupakan salah satu implementasi dari UU Cipta Kerja klaster ketenagakerjaan. @KemnakerRI jg memastikan, bahwa jaminan ini disediakan tanpa pungutan iuran yang dibebankan pada pekerja alias gratis. 

#sakuineko2
#kontenIKPM
#infoekonmaritim
#sakuininformasi https://t.co/pp6mYACr28"	2021-03-12 09:08:54	in		0.0	0.0	@sakuinformasi	SAKUIN	Berjuta Informasi dalam Genggaman | Dikelola oleh Direktorat Informasi dan Komunikasi Perekonomian dan Maritim, Ditjen IKP, Kominfo | sakuin@kominfo.go.id	5184.0	1.0	118.0	894.0	0.0	False			@sakuinformasi
0.061	0.0	0.939	0.34	Pemerintah terus mengupayakan sejumlah kebijakan untuk memperluas halal value chain. Beberapa diantaranya seperti penguatan industri dan UMKM berbasis syariah/halal melalui UU Cipta Kerja dan pendirian Bank Syariah Indonesia (BSI).   https://t.co/9mvf89teLB	2021-03-12 09:08:35	in		0.0	1.0		Media Indonesia	Akun Twitter Resmi Media Indonesia | Jujur Bersuara | #EditorialMI	653520.0	181.0	91.0	1506761.0	2391.0	True			@mediaindonesia
0.0	0.0	1.0	0.0	"Sampaikan UU Cipta Kerja ke Jepang, Menperin Berhasil Bawa Komitmen Investasi Industri Manufaktur Puluhan Triliun 
@AriefMunajad @purnama_rijal @Kemenperin_RI @agusgumiwangK 

https://t.co/dwyZxBv2lP via @SuaraPemerintah"	2021-03-12 09:04:14	in		0.0	0.0		Suara pemerintah		610.0	36.0	456.0	27.0	0.0	False			@SuaraPemerintah
0.0	0.0	1.0	0.0	Dengan adanya UU Cipta Kerja, persaingan usaha pada industri telekomunikasi lebih terjaga https://t.co/BckqVDbI1D	2021-03-12 08:57:05	in		1.0	0.0		Zona Nyaman	Indonesiaku Terhebat 💯% Follback	1326.0	224.0	1570.0	1334.0	0.0	False			@ZonaNyamaninAja
0.0	0.087	0.913	-0.5267	"Presiden Joko Widodo mengeluarkan abu batu bara dari kategori limbah bahan berbahaya dan beracun (B3).

Ketentuan itu tertuang dalam PP No 22 Tahun 2021 tentang Penyelenggaraan Perlindungan &amp; Pengelolaan Lingkungan Hidup, yang aturan turunan dari UU No 11 2020 tentang Cipta Kerja https://t.co/ISfE7ExCwj"	2021-03-12 08:54:12	in		8.0	3.0		OPINI.ID	"Damai Indonesia, selalu.

Instagram : @opiniid"	18512.0	3702.0	138.0	96636.0	173.0	True			@OPINI_id
0.0	0.0	1.0	0.0	yang udah-udah sih komitmen doang..realisasinya? https://t.co/P4AtfZv1uI	2021-03-12 08:38:01	in		0.0	0.0		Era Indonesia	Cara Beda Nikmati Berita | #KidsEraNow | Instagram: @Eradotid | Facebook: https://t.co/cZGNr8B9tm | Youtube : https://t.co/aJ0SAKoeK6	33008.0	690.0	163.0	8062.0	16.0	False			@eradotid
0.0	0.0	1.0	0.0	PP 22 Tahun 2021 mengatur tentang Penyelenggaraan Perlindungan dan Pengelolaan Lingkungan Hidup yang merupakan turunan dari UU Nomor 11 Tahun 2020 ttg Cipta Kerja, dimana didalamnya terdapat pengaturan ttg Pengelolaan Limbah B3 dan Non B3 dari kegiatan pembakaran batubara (FABA).	2021-03-12 08:21:27	in		1.0	0.0	@Aryprasetyo85	Ary Prasetyo		163249.0	268705.0	8021.0	55843.0	18.0	False			@Aryprasetyo85
0.0	0.0	1.0	0.0	"₩◇₩ UU Cipta Kerja mewujudkan harmonisasi aturan perizinan di semua daerah
#IndonesiaMaju #manfaatuuciptakerja
#RakyatBersatuNKRIMaju #uuciptakerja https://t.co/iVjnjYbXVS"	2021-03-12 08:15:02	in		0.0	0.0		Namaku Boy		943.0	486.0	141.0	137.0	0.0	False			@boy_namaku
0.0	0.35	0.65	-0.5106	"Stop Hoax UU Cipta Kerja
#IndonesiaMaju #manfaatuuciptakerja
#RakyatBersatuNKRIMaju #uuciptakerja https://t.co/fXysvIkQTF"	2021-03-12 08:14:14	in		0.0	0.0		Namaku Boy		943.0	486.0	141.0	137.0	0.0	False			@boy_namaku
0.0	0.0	1.0	0.0	"Warganet Dukung UU Cipta Kerja
#IndonesiaMaju #manfaatuuciptakerja
#RakyatBersatuNKRIMaju #uuciptakerja https://t.co/9jUNYoxgi8"	2021-03-12 08:14:01	in		0.0	0.0		Namaku Boy		943.0	486.0	141.0	137.0	0.0	False			@boy_namaku
0.0	0.0	1.0	0.0	Menko Perekonomian selaku Ketua Satgas P2DD menyatakan kebijakan strategis untuk mendorong digitalisasi secara masif di pusat maupun daerah juga dapat meningkatkan efektivitas implementasi Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja dan Peraturan Pelaksananya.	2021-03-12 07:58:44	in		0.0	0.0	@Santriwati_	Santriwati	tukang ngaji lulusan jogja......saya influencer Jokowi	7180.0	1380.0	261.0	4142.0	41.0	False			@Santriwati_
0.0	0.0	1.0	0.0	"Pemerintah menghapus Fly Ash dan Bottom Ash dari daftar jenis limbah B3 (bahan berbahaya dan beracun) dalam Peraturan Pemerintah (PP) turunan UU Cipta Kerja

Coba Pak Presiden Hirup Abu Batu Bara, Apakah itu Limbah B3 atau Bukan? https://t.co/bgdO0JCUXh"	2021-03-12 07:56:32	in		5.0	3.0		ZAMANe	Banyak Informasi Banyak Inspirasi	19751.0	2317.0	5.0	4143.0	7.0	False			@MajalahZamane
0.046	0.059	0.895	-0.2023	Ayo berikan ide, bagaimana supaya presiden memiliki kesadaran bahwa UU Minerba, UU Cipta Kerja, berikut PP yang mengeluarkan Fly Ash dan Bottom Ash (FABA) dari kategori Limbah Bahan Berbahaya Beracun (B3) berbahaya bagi keselamatan rakyat dan lingkungan? https://t.co/I1nDzgCYjQ	2021-03-12 07:31:10	in		107.0	70.0		JATAM Nasional	Supporting Indonesian communities against the dehumanization and environmental destruction caused by the invasion of the mining, oil, and gas industries	14777.0	0.0	65.0	31638.0	65.0	True			@jatamnas
0.0	0.0	1.0	0.0	"@DDestariana Untuk ketentuan dividen dari luar negeri sebelum berlakunya UU Ciptaker : dividen yang di terima tetap merupakan objek pajak.
Terkait penghasilan atas sewa baik sebelum maupun setelah UU Cipta Kerja disahkan tidak terdapat perubahan yaitu termasuk objek pajak. (5/5)
Tks*Tika"	2021-03-12 07:06:24	in		0.0	0.0	@DDestariana	#PajakKitaUntukKita	"Akun resmi Kring Pajak 1500200 Contact Center DJP @ditjenpajakri | Informasi dan Aplikasi Pajak | Waktu Pelayanan 
Senin-Jumat : 08.00-16.00 WIB"	488763.0	803.0	4.0	163950.0	101.0	True			@kring_pajak
0.0	0.0	1.0	0.0	"@DDestariana Dalam Pasal 4 UU Cipta Kerja, disebutkan bahwa dividen tsb bisa menjadi Bukan Objek Pajak, jika memenuhi klausul pasal 4 ayat 3 huruf f. Penjelasan lebih lanjut mengenai dividen dari luar negeri yang dikecualikan sbg objek pajak di jelaskan di (3/5)
Tks*Tika"	2021-03-12 07:05:57	in		0.0	0.0	@DDestariana	#PajakKitaUntukKita	"Akun resmi Kring Pajak 1500200 Contact Center DJP @ditjenpajakri | Informasi dan Aplikasi Pajak | Waktu Pelayanan 
Senin-Jumat : 08.00-16.00 WIB"	488763.0	803.0	4.0	163950.0	101.0	True			@kring_pajak
0.0	0.0	1.0	0.0	"@DDestariana sebagian atau seluruhnya bisa menjadi kredit pajak.
Untuk ketentuan dividen dari luar negeri setelah berlakunya UU Cipta Kerja : jika yang menerima WPDN maka wajib dilaporkan di SPT Tahunan, akan tetapi hal tsb tergantung, bisa menjadi objek atau bukan objek pajak. (2/5)
Tks*Tika"	2021-03-12 07:05:46	in		0.0	0.0	@DDestariana	#PajakKitaUntukKita	"Akun resmi Kring Pajak 1500200 Contact Center DJP @ditjenpajakri | Informasi dan Aplikasi Pajak | Waktu Pelayanan 
Senin-Jumat : 08.00-16.00 WIB"	488763.0	803.0	4.0	163950.0	101.0	True			@kring_pajak
0.0	0.0	1.0	0.0	Aturan Turunan UU Cipta Kerja: Pengusaha Tak Bisa Dituntut Karena Limbah Batu Bara https://t.co/1Z5kWHF0Yp	2021-03-12 06:53:08	in		0.0	0.0		jonathan surbakti		62659.0	20.0	332.0	220.0	2.0	False			@jonathansurbak1
0.0	0.0	1.0	0.0	mengingat posisi Demokrat saat ini adalah partai yang berada di luar kekuasaan. Demokrat kerap berseberangan dengan pemerintah. Misalnya terkait kebijakan UU Cipta Kerja dan RUU Haluan Ideologi Pancasila.	2021-03-12 06:51:15	in		0.0	0.0	@nilli_20	Nilli Anjani.	setitik cahaya di dalam kegelapan, akan merubah segalanya..	5396.0	347.0	150.0	178.0	0.0	False			@nilli_20
0.0	0.0	1.0	0.0	@DDestariana sedangkan dividen yg diterima setelah berlakunya UU Cipta Kerja bisa jd non objek sepanjang diinvestasikan atau digunakan untuk mendukung kegiatan usaha di Indonesia	2021-03-12 06:30:46	in		0.0	0.0	@kring_pajak	#PajakKitaUntukKita	"Akun resmi Kring Pajak 1500200 Contact Center DJP @ditjenpajakri | Informasi dan Aplikasi Pajak | Waktu Pelayanan 
Senin-Jumat : 08.00-16.00 WIB"	488763.0	803.0	4.0	163950.0	101.0	True			@kring_pajak
0.0	0.0	1.0	0.0	"@DDestariana Hai, Kak.
Penghasilan dr dividen dan sewa yg diterima OP sebelum UU Cipta Kerja berlaku tetap menjadi objek pajak di SPT Tahunan OP. Bukti potong yg diperoleh dr luar negri bisa menjadi kredit pajak sesuai PMK 192 tahun 2018."	2021-03-12 06:27:01	in		0.0	0.0	@DDestariana	#PajakKitaUntukKita	"Akun resmi Kring Pajak 1500200 Contact Center DJP @ditjenpajakri | Informasi dan Aplikasi Pajak | Waktu Pelayanan 
Senin-Jumat : 08.00-16.00 WIB"	488763.0	803.0	4.0	163950.0	101.0	True			@kring_pajak
0.0	0.0	1.0	0.0	kunci uu cipta kerja membangun ekonomi Indonesia https://t.co/qXkMyncO8u	2021-03-12 06:24:21	in		5.0	0.0		ari	cinta itu sebuah rasa sayang yang indah	123.0	205.0	35.0	20.0	0.0	False			@ari99449773
0.0	0.0	1.0	0.0	peluang untuk pekerja dengan uu cipta kerja https://t.co/pHf0hUiHxI	2021-03-12 06:23:51	in		6.0	0.0		ari	cinta itu sebuah rasa sayang yang indah	123.0	205.0	35.0	20.0	0.0	False			@ari99449773
0.0	0.055	0.945	-0.296	"Kabar baik untuk #SobatKUKM nih yang sedang menimbang-nimbang lokasi usaha.

PP No. 7/2021 yang mengatur Kemudahan, Pelindungan, dan Pemberdayaan KUMKM senagai turunan UU Cipta Kerja telah diundangkan.
#SiapBersamaKUMKM
#KemenkopUKM
#UMKMBangkit
#Koperasikeren
#ppkl
#ppkllamongan https://t.co/g2HT51AYcT"	2021-03-12 06:12:19	in		2.0	0.0		Mochtar Sudarsono	Menjadi Manusia Yang Pandai Bersyukur	131.0	63.0	37.0	49.0	0.0	False			@MochtarSudarso2
0.0	0.07	0.93	-0.3736	@kring_pajak hallo admin, berdasarkan uu no 11 tahun 2020 terkait omnibus law cipta kerja, pembagian dividen tidak dikenakan pajak, bagaimana cara pelaporan perusahaan untuk pembagian dividen kepada pemegang saham orang pribadi supaya tidak dikenakan pajak?	2021-03-12 06:06:20	in		0.0	0.0	@kring_pajak	Suyanto		17.0	0.0	3.0	0.0	0.0	False			@Suyanto46751806
0.0	0.0	1.0	0.0	Menperin Sampaikan UU Cipta Kerja &amp; Berhasil Bawa Komitmen https://t.co/nHP92uYuZO	2021-03-12 05:50:06	in		0.0	0.0		GATRAcom	"https://t.co/8p1kpOtg4q merupakan platform utama media online Gatra Media Group, hadir dalam format web dan aplikasi mobile.

https://t.co/Mw8hX9cPMb"	205906.0	357.0	112.0	23899.0	112.0	False			@GATRA_com
0.0	0.0	1.0	0.0	Segala manfaat UU Cipta Kerja untuk kemajuan ekonomi bangsa! ✊🇮🇩 https://t.co/OabDC2PcZW	2021-03-12 05:15:20	in		1.0	0.0		Hkaisupy	Melanesia!	315.0	148.0	95.0	41.0	0.0	False			@Hkaisupy1
0.0	0.0	1.0	0.0	Segala manfaat UU Cipta Kerja untuk kemajuan ekonomi bangsa! ✊🇮🇩 https://t.co/NJYizCp1NZ	2021-03-12 05:14:04	in		1.0	0.0		TuhuleleFikri	Nyong manis dari saparua!	336.0	121.0	71.0	32.0	0.0	False			@TuhuleleF
0.0	0.0	1.0	0.0	Segala manfaat UU Cipta Kerja untuk kemajuan ekonomi bangsa! ✊🇮🇩 https://t.co/WP343NOXdA	2021-03-12 05:13:42	in		1.0	0.0		Zhehalatu	Keberhasilan adalah bertemunya kesempatan dengan kemampuan.	332.0	171.0	112.0	58.0	0.0	False			@Zhehalatu1
0.0	0.0	1.0	0.0	Segala manfaat UU Cipta Kerja untuk kemajuan ekonomi bangsa! ✊🇮🇩 https://t.co/bW0vtgu2SB	2021-03-12 05:13:08	in		1.0	0.0		BanyTamher	"Dan bermimpi saja tidak akan pernah cukup. Dan sebuah impian memang seharusnya tidak perlu terlalu banyak dibicarakan, tetapi diperjuangkan. 
Donny Dhirgantoro,"	398.0	169.0	71.0	48.0	0.0	False			@TamherBany
0.0	0.0	1.0	0.0	Segala manfaat UU Cipta Kerja untuk kemajuan ekonomi bangsa! ✊🇮🇩 https://t.co/HxtE3TwXvx	2021-03-12 05:12:31	in		1.0	0.0		Ali Lussy	Kulit hitam, pencinta lautan, & asli saparua maluku!	4237.0	2918.0	106.0	52.0	0.0	False			@ali_lussy
0.0	0.0	1.0	0.0	"@nung_306 UU CIPTA KERJA 
 MUNGKUN IYA ATAU MUNGKIN TIDAK BERHASIL TARIK INVESTOR 
  YG  PASTI   JUSTRU MEMPERSULIT PSL33UUD 45 DIWUJUDKAN KARNA MAKIN SULIT   AKSES  PETANI ATAS TANAH NEGARA  
 AKIBATNYA  KRISIS PANGAN DAN PMISKNAN DIDESA 
INILAH 
 NAWA CITA IKAR JANJI"	2021-03-12 04:46:03	in		1.0	0.0	@Agustia38595560	Agustiana	"Dewan Pakar &
mantan ket Dewan  Nasional 
Konsorsium pembaharuan Agraria RRD KPA /
 KetuaPEMUDA  PAGUYUBAN PASUNDAN 
Senator Aktpis  Prodemokrasi  Indobesia"	536.0	1003.0	863.0	394.0	0.0	False			@Agustia38595560
0.0	0.0	1.0	0.0	Aturan Turunan UU Cipta Kerja: Pengusaha Tak Bisa Dituntut Karena Limbah Batu Bara https://t.co/7hPQ2R23pL	2021-03-12 04:45:38	in		0.0	0.0		Ahmad Nor Maulana Af	Official Account 💯% New's Everyday 📰 Truck & HeavyEquipment🚛 https://t.co/Cq3gxJa9Jy	491256.0	191.0	44.0	3420.0	5.0	False			@AhmadNorMaulana
0.0	0.0	1.0	0.0	PP Nomor 43/2021 sebagai aturan turunan omnibus law Undang-Undang Cipta Kerja telah disahkan. Hendak menyelesaikan tumpang tindih tata ruang dan konflik sosial di atasnya. 6 risiko jika aturan ini dilaksanakan karena tak terintegrasi https://t.co/Wh96N4GTNw	2021-03-12 04:37:52	in		1.0	0.0		Forest Digest	Majalah tentang hutan dan lingkungan yang dikelola sukarelawan. Berita terbaru di web https://t.co/TclbJFSXOn. IG: @forestdigest, FB: @MajalahForestDigest	1010.0	67.0	41.0	1196.0	4.0	False			@forestdigest
0.06	0.0	0.94	0.4019	Aturan Turunan UU Cipta Kerja: Pengusaha Tak Bisa Dituntut Karena Limbah Batu Bara: Indonesia Centre for Environmental Law (ICEL) menilai, Peraturan Pemerintah (PP) Nomor 22 Tahun 2021 tentang Penyelenggaraan Perlindungan dan Pengelolaan Lingkungan… https://t.co/5Lad8bLTat	2021-03-12 04:22:02	in		6.0	1.0		Merdeka.com	Let's Be Smart, part of Kapanlagi Youniverse Website : https://t.co/XxV7ESCt2K	617550.0	21.0	61.0	291859.0	587.0	True			@merdekadotcom
0.097	0.0	0.903	0.4019	Jokowi Hapus Limbah Batubara dari Daftar Berbahaya: Ini merupakan salah satu aturan turunan UU Cipta Kerja. https://t.co/hoIXhZSRdo	2021-03-12 04:03:33	in		2.0	0.0		Merdeka.com	Let's Be Smart, part of Kapanlagi Youniverse Website : https://t.co/XxV7ESCt2K	617550.0	21.0	61.0	291859.0	587.0	True			@merdekadotcom
0.0	0.0	1.0	0.0	https://t.co/kQYBMBGzOo Buang Yang Palsu #DemokratSolid	2021-03-12 03:48:55	in		0.0	0.0		Pd_Pesisirselatan	DPC Demokrat Kab Pesisir Selatan	61.0	2.0	9.0	1.0	0.0	False			@PdPsisirselatan
0.0	0.078	0.922	-0.3182	Namun di bawah kepemimpinan AHY. Partai Demokrat konsisten, terlihat dari salah satu aksi Demokrat Walkout menolak RUU Ciptaker. https://t.co/9p3umgC5bt Buang Yang Palsu #DemokratSolid	2021-03-12 03:48:07	in		1.0	0.0		Pd_Pesisirselatan	DPC Demokrat Kab Pesisir Selatan	61.0	2.0	9.0	1.0	0.0	False			@PdPsisirselatan
0.0	0.0	1.0	0.0	Gapki: PP Turunan UU Cipta Kerja Terkait Industri Kelapa Sawit Perlu Aturan Detail - BeritaSatu https://t.co/GnrIunrOZ6 https://t.co/zSDGdY1QRV	2021-03-12 03:37:32	in		0.0	0.0		Lensawit		2690.0	0.0	0.0	37.0	0.0	False			@lensawit
0.0	0.0	1.0	0.0	"Walikota Surakarta dan Dirjen Cipta Karya Tinjau Kawasan Semanggi dan HP 00001 Mojo

Kamis (11/3) Walikota Surakarta dan Dirjen Cipta Kerja menuju kawasan semanggi untuk meninjau rumah tipe 36 yang sudah hampir selasai dibangun. 

@PEMKOT_SOLO https://t.co/kaaAUm4ke0"	2021-03-12 03:30:49	in		39.0	16.0		Dwie	"berusaha kerja keras, pantang menyerah


kumat2tan, tiba2 ceria, tiba2 murung, sedikit sensi, jangan tanya kenapa !!! 😜"	52046.0	60119.0	6566.0	10600.0	1.0	False			@DSutiyanti
0.0	0.0	1.0	0.0	"Perubahan Tata Cara Pemeriksaan Pajak 
Melalui PMK 18/2021, pemerintah juga mengubah beberapa ketentuan mengenai tata cara pemeriksaan.
Perubahan tertuang dalam Pasal 105 PMK yang menjadi peraturan pelaksana UU Cipta Kerja tersebut."	2021-03-12 01:55:10	in		0.0	0.0		KuasaHukumPajak	"Kuasa Hukum Pengadilan Pajak
Hp / WA : 08179800163
https://t.co/ItO6CSCtLr"	370.0	0.0	86.0	3.0	0.0	False			@HukumKuasa
0.162	0.0	0.838	0.4754	Apakah dengan UU Cipta kerja terhutang pajak dividen? Asumsi WP OP akan membeli ORI/obligasi negara. Terima kasih.	2021-03-12 01:11:38	in		0.0	0.0	@Jonathan180399	Jonathan		49.0	2.0	13.0	1.0	0.0	False			@Jonathan180399
0.0	0.041	0.959	-0.296	Hal ini menanggapi langkah pemerintah dalam rangka menindaklanjuti UU Cipta Kerja, Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) sedang menyiapkan Rancangan Peraturan Pemerintah (RPP) Tentang Perubahan Kelima Atas PP No 15 Tahun 2005 Tentang Jalan Tol.	2021-03-12 01:01:43	in		2.0	0.0	@OmbudsmanRI137	Ombudsman RI	"Ombudsman Republik Indonesia
Lembaga Negara Pengawas Pelayanan Publik
Halo Ombudsman: 137 
Whatsapp: 082137373737
Pengaduan Online: https://t.co/dwjQ3oANup"	13345.0	593.0	108.0	135267.0	148.0	True			@OmbudsmanRI137
0.0	0.0	1.0	0.0	PP 22 Tahun 2021 mengatur tentang Penyelenggaraan Perlindungan-Pengelolaan Lingkungan Hidup yg merupakan turunan dari UU Nomor 11 Tahun 2020 tentang Cipta Kerja,dimana didalamnya terdapat pengaturan tentang Pengelolaan Limbah B3 dan Non B3 dari kegiatan pembakaran batubara (FABA)	2021-03-12 00:12:22	in		23.0	17.0	@AryPrasetyo_85	Ary Prasetyo		37236.0	25655.0	3131.0	5341.0	0.0	False			@AryPrasetyo_85
0.0	0.0	1.0	0.0	UU cipta kerja memperkuat tatanan hukum di indonesia https://t.co/x7x4txPKZy	2021-03-12 00:10:08	in		0.0	0.0		indah kiat	abcd	160.0	0.0	0.0	0.0	0.0	False			@kiat_indah
0.0	0.0	1.0	0.0	UU cipta kerja mendorong para petani sekaligus mengatasi masalah ketahanan pangan di indonesia https://t.co/Qg9zxWtNcK	2021-03-12 00:10:03	in		0.0	0.0		indah kiat	abcd	160.0	0.0	0.0	0.0	0.0	False			@kiat_indah
0.0	0.0	1.0	0.0	Kementerian Perindustrian menilai UU Cipta Kerja memberikan dampak positif kepada sektor industri. #OBL https://t.co/q8gBSLxVwG	2021-03-11 22:49:09	in		1.0	0.0		KADRUNGood	"#JalinPersatuan 
#IndonesiaTanpaRasis
#SquadNusantara"	1064.0	2557.0	364.0	250.0	0.0	False			@GoodKadrun
0.0	0.0	1.0	0.0	UU Cipta Kerja mempercepat pertumbuhan ekonomi. #OBL https://t.co/TG4CAlOHBp	2021-03-11 22:47:43	in		1.0	0.0		KADRUNGood	"#JalinPersatuan 
#IndonesiaTanpaRasis
#SquadNusantara"	1064.0	2557.0	364.0	250.0	0.0	False			@GoodKadrun
0.0	0.095	0.905	-0.3182	Peneliti ekonomi LIPI sampaikan jika UU Cipta Kerja bisa jadi solusi bagi Indonesia keluar dari middle income trap. #OBL https://t.co/lxmBnsgM3p	2021-03-11 22:46:54	in		1.0	0.0		KADRUNGood	"#JalinPersatuan 
#IndonesiaTanpaRasis
#SquadNusantara"	1064.0	2557.0	364.0	250.0	0.0	False			@GoodKadrun
0.0	0.141	0.859	-0.3182	"UU Cipta kerja bisa buat TI keluar dari middle income trap
#uuciptakerja https://t.co/0aRgvcn26R"	2021-03-11 21:32:27	in		2.0	0.0		sinta 69	GO away	344.0	1348.0	198.0	128.0	0.0	False			@Semanga93489686
0.0	0.0	1.0	0.0	"UMKM menang banyak lhoooo 
Di UU Cipta Kerja 
#uuciptakerja https://t.co/Vob3uRCmvr"	2021-03-11 21:31:35	in		2.0	0.0		Gatot	2 Istri	215.0	1448.0	167.0	103.0	0.0	False			@Gatot89371750
0.0	0.0	1.0	0.0	"UU Cipta Kerja mempercepat Pertumbuhan Ekonomi
#uuciptakerja https://t.co/6uFCkvgglE"	2021-03-11 21:31:01	in		2.0	0.0		Gerakan Maju	sosial dan media	312.0	1512.0	256.0	141.0	0.0	False			@MajuGerakan
0.0	0.0	1.0	0.0	"UU Cipta Kerja Memicu permintaan tenaga kerja 
#uuciptakerja https://t.co/VeSZY20Zsg"	2021-03-11 21:30:24	in		2.0	0.0		Maya Joseph	selalu ada	1052.0	2438.0	410.0	250.0	0.0	False			@MayaJos18391400
0.0	0.0	1.0	0.0	"UU Cipta Kerja dorong Industri 
#uuciptakerja https://t.co/hm1VVVzUoo"	2021-03-11 21:29:49	in		2.0	0.0		Fitri	Pakai Masker	1528.0	3323.0	338.0	153.0	0.0	False			@Fitri26237555
0.196	0.0	0.804	0.296	"Kurangi pengangguran dengan Cara Cipta Kerja 
#uuciptakerja https://t.co/Eiiqevq431"	2021-03-11 21:29:10	in		1.0	0.0		MutiaraEmas	ok main	495.0	1515.0	257.0	105.0	0.0	False			@MutiaraEmas5
0.0	0.0	1.0	0.0	Gak ada lagi kita yg peduli sama aturan turunan uu cipta kerja sama gimana kabar judicial review di mk wkkwkwkwkw.	2021-03-11 20:52:12	in		0.0	0.0		Mikhaelbohong	"saya ingin jadi seorang politikus tapi :
1...
2...
3...
...
n. 
Belum berbuat apa apa, masih ngebacot dan masih belajar.
mohon dimaklumi....."	575.0	264.0	131.0	27.0	0.0	False			@Mikhaelbellak87
